,Car Title,Year,Price,Km,Brand,Model,Version,Tipo,Motor,Potencia,Link,Description
171,Peugeot 207 1.4 Active 75cv,2008,US$ 12.500,105.000 km,Peugeot,207,compac one line,Coupé,1.6,120hp,https://auto.mercadolibre.com.uy/MLU-457769404-vendo-peugeot-207-automatico-secuencial-_JM,"VENDO o PERMUTO PEUGEOT 207 COMPAC AUTOMÁTICO SECUENCIAL 1.6cc 16 VÁLVULA AÑO 2008 CON 107000km TODO AL DIA Y EN IMPECABLE ESTADO PRONTO PARA TRANSFERIR. POR CONSULTAS POR ESTE MEDIO O AL 098222115 ESCUCHO OFERTAS RAZONABLES!!!Y PUEDO TOMAR MOTO O AUTO POR MENOR VALOR
"
172,Peugeot 207 compac one line,2012,US$ 11.500,130.000 km,Peugeot,207,207 Compact,1.4,Manual,Nafta,https://auto.mercadolibre.com.uy/MLU-457496252-vendo-auto-peugeot-207-compact-frances-2012-14-buen-estado-_JM,"Vendo Peugeot 207 CompacAño 2012Impecable estado4 Cubiertas NuevasAl día pronto para transferir.
"
173,Peugeot 207 1.4 Compact,2011,US$ 10.000,95 km,Peugeot,207,xs premium,Coupé,1.6,150hp,https://auto.mercadolibre.com.uy/MLU-457889532-peugeot-207-xs-premium-_JM,/n
174,Peugeot 207 1.6 Coupe Thp 156cv,2010,US$ 9.500,130.000 km,Peugeot,207,1.6 Feline 106cv,Hatchback,1.6,106hp,https://auto.mercadolibre.com.uy/MLU-457894189-peugeot-207-compact-_JM,"3er dueño extremadamente cuidado...los 2 dueños anteriores eran 2 veteranos q lo usaban como 2do auto..las fotos hablan x si solas...a las ordenes..
"
175,Peugeot 207 xs premium,2011,US$ 12,67.000 km,Peugeot,207,1.4 Active 75cv,Hatchback,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-458241711-peugeot-207-14-active-75cv-2011-_JM,"Esta a mi nombre, todo al día, llantas de aleación 15"", aire acondicionado, vidrios eléctricos, volante regulable en altura, luces de xenón, suspensión ag
"
176,Peugeot 207 1.6 Feline 106cv,2011,US$ 12.800,96.000 km,Peugeot,207,1.6 Coupe Thp 156cv,Coupé,1.6,150hp,https://auto.mercadolibre.com.uy/MLU-457526697-peugeot-207-16-coupe-thp-156cv-2011-_JM,"Peugeot 207 SW 2011.96 mil km.Neumáticos Kumho con 5 mil Km.Francesa original.Promedio consumo ciudad 13, en ruta 18.Computadora de abordo.Mandos al volante.Levanta vidrios one tuch en 4 puertas.Techo panorámico de cristal eléctrico.4 airbags.ABS.Faros antiniebla delanteros y traseros.Faros regulables en altura.Volante regulable.Aire acondicionado.Llantas aleación.Láminas de seguridad.Alarma.Sensor de temperatura exterior.Gran capacidad de baúl.Solo contado!
"
177,Peugeot 207 Passion 1.6 16V,2009,US$ 13.500,86.000 km,Peugeot,207,1.4 Compact,Nafta,5,,https://auto.mercadolibre.com.uy/MLU-457711834-peugeot-207-14-compact-_JM,"VENDO PEUGEOT 207 COMPACT IMAGE FULL, IDEAL PARA UN EXIGENTE SEGUNDO DUEÑO LO COMPRE CON 60MIL KM TIENE 67MIL KM AHORA LO TENGO HACE UN AÑO SE LE HIZO LA DISTRIBUCION NUEVA TODO ORIGINAL COMPRADO EN PEUGEOT (SADAR) TENGO BOLETAS Y FOTOS CUANDO SE PUSO TODO NUEVO TIENE TRATAMIENTO ACRILICO COMO SE VE LAS ULTIMAS FOTOS TREN DELANTERO ECHO A NUEVO FRENOS NUEVOS CUBIERTAS CON 5MIL KM DE USO ESTA EN BUEN ESTADO SIN RAYONES NI ABOLLONES TIENE LAS BAGUETAS NEGRAS DEL PARAGOLPE DELANTERO Y TRASERO NUEVAS YA Q LAS ORIGINALES ESTABAN RAYADAS MUY POCOS EN ESTE ESTADO SE PUEDE VER SIN COMPROMISO A LAS ORDENES......EL AUTO TIENE- REGULACION DE ALTURA EN BUTACA DE CHOFER-REGULACION DE ALTURA EN EL VOLANTE-ALARMA DE LUCES ENCENDIDAS-BLOQUEO DE PUERTAS DESDE LA LLAVE-TECHO SOLAR ELECTRICO-ESPEJOS ELECTRICOS, VIDRIOS ELECTRICOS, AIRE ACONDICIONADO-AIRBAG CONDUCTOR Y PASAJERO-ABS , FRENO DE DISCO EN LAS 4 RUEDAS-LUZ EN LA GUANTERA Y EN BAUL-CLIMATIZADOR , SENSOR DE TEMPERATURA-SENSOR DE LLUVIA-ASIENTO REBATIBLE 1/3-FAROS ANTINIEBLAS, ETC...
"
178,Peugeot 207 1.4 Active 75cv,2010,US$ 9.900,110.000 km,Peugeot,207,Passion 1.6 16V,Coupé,1.6,150hp,https://auto.mercadolibre.com.uy/MLU-457486809-vendo-peugeot-207-16-16v-impecable-_JM,"VendoPeugeot 207 COMPACT ONE LINE Motor 1.6 16V 110HpEn muy buen estado.Con 100mil KMAire Acondicionado, Dirección Hidráulica, Vidrios EléctricosLamina de Seguridad con polarizado 3MLlave codificada.Permuto por Honda Falcon o KLRHecho en Brasil no ArgentinoPrecio U$S 10500
"
179,Peugeot 207 1.4 Allure 75cv,2011,US$ 10.000,106.000 km,Peugeot,207,1.4 Allure 75cv,Hatchback,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-457788256-peugeot-207-14-allure-75cv-2011-_JM,/n
180,Peugeot 207 1.4 Active 75cv,2012,US$ 12.900,65.500 km,Peugeot,207,1.4 Active 75cv,Hatchback,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-458392688-peugeot-207-14-active-75cv-dic-2012-inmaculado-frances-_JM,"Peugeot Francés del 2013, impecable, con tapizado originales, 54.000 kilómetros.Cubiertas nuevas, patente al día y control del vehículo recién realizado.Precio 12,000 dolares.No acepto permutas.
"
181,Peugeot 207 1.4 Xs,2010,US$ 10.000,54.000 km,Peugeot,207,1.4 Active 75cv,Hatchback,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-458166856-peugeot-207-14-active-75cv-_JM,"Peugeot 207 ActiveMotor 1.4 75cv Francés Diciembre 2012Techo cieloInmaculado por donde lo miresNO PERMUTO !!!
"
182,Peugeot 207 1.4 Active 75cv,2013,US$ 12.500,115.000 km,Peugeot,207,1.4 Xs,Hatchback,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-457476336-peugeot-207-14-xs-2010-_JM,"Peugeot 207 Black&Silver; full. Al día y pronto para transferir. Puede servir permuta menor valor ..
"
183,Peugeot 207 1.6 Xs,2010,US$ 11.000,140.000 km,Peugeot,207,1.6 Xs,Hatchback,1.6,110hp,https://auto.mercadolibre.com.uy/MLU-458111839-peugeot-207-16-xs-2010-_JM,/n
184,Peugeot 207 1.4 Active 75cv,2013,US$ 12.000,84.000 km,Peugeot,207,1.4 Active 75cv,Hatchback,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-458260056-peugeot-207-14-active-75cv-2013-_JM,/n
185,Peugeot 207 1.4 Active 75cv,2011,US$ 11.000,120.000 km,Peugeot,207,1.4 Active 75cv,Hatchback,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-457892093-peugeot-207-14-compact-online-75cv-2011-_JM,"Vendo o permuto por mayor valor diferencia a acordar con ambas partes. Peuget 207 en exelente estado , recien fue canbiada su amortiguacion completa en garantia . todos los servicios en tiempo y forma solo subir y disfrutarlo .el auto cuenta con asistida , aire , alza cristales delanteros , aclaro que es la version que no trae airbag a entera revisacion.En ruta da 17/ litro en ciudad unos 14 . No teiene ninguna desperfecto lo vendo porque la empresa me da vehiculo para moverme .
"
186,Peugeot 207 Compact 1.4 Frances,2013,US$ 11.000,95.000 km,Peugeot,207,Compact,1.4,Manual,Blanco,https://auto.mercadolibre.com.uy/MLU-458308546-peugeot-207-compact-14-frances-_JM,/n
187,Peugeot 207 compact,2009,US$ 10.500,144.000 km,Peugeot,207,compact,Coupé,1.6,120hp,https://auto.mercadolibre.com.uy/MLU-457905211-peugeot-207-compact-2009-_JM,"2do Dueño , excelente estado !!!Llantas modelo 308 ( 185/60/15) (las originales son chapa 165/65/14)Parlantes Pionner delanteros 6"" con tweeter y traseros 6x9 Muy cuidado y muy economico Contacto por este medio o mensaje wsp
"
188,Peugeot 207  Compact 1.4,2010,US$ 10.000,101.000 km,Peugeot,207,1.4 Sedan Xs,Sedán,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-458376498-peugeot-207-14-sedan-xs-2010-_JM,/n
189,Peugeot 207 1.4 Sedan Xs,2009,US$ 9.200,105.000 km,Peugeot,207,207 1.6 año 2009 aut,Nafta,5,,https://auto.mercadolibre.com.uy/MLU-458348749-peugeot-207-207-16-ano-2009-aut-_JM,"VENDO O PERMUTO POR PEUGEOT BIPPER o CITROEN NEMO "" EN BUENAS CONDICIONES"" Peugeot 207 en impecable estado 65mil km reales, interiores como nuevos , tapizados sin detalles, cubiertas nuevas, bateria nueva, Service echos hace 1000km, pastillas de frenos recién cambiadas, auto muy cuidado a toda prueba
"
190,Peugeot 207 207 1.6 Año 2009 Aut,2009,US$ 11.300,108.000 km,Peugeot,207,Compact On line 1.4,Nafta,5,,https://auto.mercadolibre.com.uy/MLU-458349257-peugeot-207-compact-on-line-14-_JM,"Vendo Peugeot 207 1.6 año 2009 Es automatico full con 105 mil kilómetros, Tiene: Techo cielo de vidrio. 120 hp. Caja secuencial, Comando en el volante. Único dueño, Es Empadronado en Colonia. Debe aproximadamente $60 mil de patente. Le falta una llanta de las deportivas originales, tiene 3 deportivas originales y 1 auxiliar. SOLO VENDO! NO PERMUTAS, GRACIAS!
"
191,Peugeot 207 Compact On Line 1.4,2013,US$ 10.500,68.000 km,Peugeot,207,compact 1.4,Nafta,5,,https://auto.mercadolibre.com.uy/MLU-457710094-peugeot-207-compact-14-_JM,"Único dueño, tiene hechos los service oficiales en SadarNo tiene choques, se encuentra en excelente estado...Seguro 10 cuotas de $ 1614Patente 6 cuotas de $ 2066
"
192,Peugeot 207 Peugeot 207 SW 2009,2009,US$ 6.500,160.000 km,Peugeot,207,1.6 compact,Nafta,3,,https://auto.mercadolibre.com.uy/MLU-458118719-peugeot-207-16-compact-_JM,/n
193,Peugeot 207 1.6 Xs,2010,US$ 11.000,128.100 km,Peugeot,207,1.6 Xs,Hatchback,1.6,110hp,https://auto.mercadolibre.com.uy/MLU-458396009-peugeot-207-16-xs-image-110hp-_JM,/n
194,Peugeot 207 1.4 Xs,2009,US$ 11.000,43.000 km,Peugeot,207,Peugeot 207 SW 2009,Coupé,1.6,120hp,https://auto.mercadolibre.com.uy/MLU-458039016-peugeot-207-peugeot-207-sw-2009-_JM,/n
195,Peugeot 207 1.6 compact,2009,US$ 8.700,120.000 km,Peugeot,207,1.4 Sedan Xr,Sedán,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-458285854-peugeot-207-14-sedan-xr-2009-_JM,"Peugeot 207 Image, 1.6 110HP año 2010Soy segundo dueño comprobable, único título a mi nombre al igual que la libreta.Batería Moura nueva hace 2 meses (aún en garantía), 4 cubiertas Goodyear Eficientgrip R15 con pocos km (lo mejor de la marca, impecables). Último service hecho hace 500km, es sólo subirse y andar.El auto siempre ha sido de Colonia, a toda prueba.Es la versión extra full, con camineros delanteros y traseros, aire con climatizador automático, dirección, desempañador frontal y trasero, doble airbag, asiento de conductor regulable en altura, cierre centralizado, vidrios eléctricos, llantas de 15'', ABS, asiento trasero rebatible 1/3-2/3, computadora de abordo, radio con comandos al volante, espejos eléctricos, volante en cuero regulable en altura y profundidad.Fundas de neopreno negras con logo bordado de Peugeot, abajo el tapizado igualmente está excelente.Patente paga de todo el año.Como comentario no mueve el techo corredizo, por eso el precio.-NO PERMUTO Y NO REBAJO
"
196,Peugeot 207 1.4 Sedan Xr,2010,US$ 9.500,141.000 km,Peugeot,207,1.4 Xs,Hatchback,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-457953023-peugeot-207-14-xs-_JM,"Peugeot 207 compact año 2010138000 km1,4 ltdoble airbagvidrio delanteros electricos
"
197,Peugeot 207 1.4 Sedan Xr,2011,US$ 11.500,67.000 km,Peugeot,207,1.4 Sedan Xr,Sedán,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-457968243-peugeot-207-compact-14-frances-_JM,/n
198,Peugeot 207 207 Compact 5 puertas,2013,US$ 10.500,70.000 km,Peugeot,207,207 Compact 5 puertas,Coupé,1.6,150hp,https://auto.mercadolibre.com.uy/MLU-458148726-peugeot-207-_JM,/n
199,Peugeot 207 1.6 Xs,2010,US$ 12.000,110.000 km,Peugeot,207,1.6 Xs,Hatchback,1.6,110hp,https://auto.mercadolibre.com.uy/MLU-457488316-peugeot-207-16-xs-2010-_JM,"Vendo Peugeot 207 compact Año 2010 110 mil km Cubiertas nuevas, llantas r16 Audio Escape freda 4a1 y de punta a puntaFiltro kyn cónicoXenon en camineros, cortas y largasBloqueo, etc Se escuchan ofertas, no permuto
"
200,Peugeot 207 Hoggar,2012,US$ 9.000,111.111 km,Peugeot,207,Hoggar,Nafta,2,,https://auto.mercadolibre.com.uy/MLU-457900741-peugeot-207-hoggar-_JM,"El precio es negociable...No le funciona el aire acondicionado.El resto impecable.
"
201,Peugeot 207 1.4 Active 75cv,2010,US$ 10.500,95.000 km,Peugeot,207,1.4 Sedan Xr,Sedán,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-458169515-peugeot-207-14-sedan-xs-ano-2010-_JM,/n
202,Peugeot 207 1.4 Sedan Xr,2013,US$ 13.900,83.000 km,Peugeot,207,1.4 compact,Nafta,5,,https://auto.mercadolibre.com.uy/MLU-458340967-peugeot-207-14-compact-_JM,/n
203,Peugeot 207 1.4 Compact,2012,US$ 11.000,72.000 km,Peugeot,207,1.4 Active 75cv,Hatchback,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-457524025-peugeot-207-14-active-75cv-2012-_JM,/n
204,Peugeot 207 1.4 Xr,2011,US$ 8.500,87.000 km,Peugeot,207,1.4 Xr,Hatchback,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-458266485-peugeot-207-14-cc-_JM,"Vendo Oportunidad !! Peugeot 207 Compac !,4cc Frances 2do Dueño en Excelentes Condiciones full.Esta tal cual se ve en las fotos . Veni probalo sin Compromiso Todo un gran andar que caracteriza a esta marca.Documentacion al dia pronta para transferir
"
205,Peugeot 207 1.4 Full ,2009,US$ 10.000,141.500 km,Peugeot,207,1.4 Full,Nafta,5,,https://auto.mercadolibre.com.uy/MLU-458207797-peugeot-207-14-full-_JM,"Vendo o Permuto Vehículo en impecable estado.Tren tracero y delantero hecho a nuevo,Embrague nuevoCubiertas delanteras nuevasFrenos a nuevoBloqueo central funcionando.Excelente vehículo familiar, ideal para hacer ruta. Muy buen andar y rendimiento
"
206,Peugeot 207 1.4 Active 75cv,2013,US$ 12.500,90.000 km,Peugeot,207,1.4 Active 75cv,Hatchback,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-457465239-peugeot-207-14-active-75cv-2013-_JM,"Frances 1,4cc 2 airbag posacabezas ,alzacristales delantero .aire acondicionado alarma volumetrica luces cortas de circulacion automaticas camineros color gris shark.detalle parabrisa demas impecable.
"
207,Peugeot 207 1.4 Compact Frances,2013,US$ 12.800,20.400 km,Peugeot,207,1.4 Compact Frances,Nafta,4,,https://auto.mercadolibre.com.uy/MLU-457813244-peugeot-207-14-compact-frances-_JM,"ÚNICA DUEÑAIMPECABLE
"
208,Peugeot 207 1.4 Active 75cv,2012,US$ 14.900,68.000 km,Peugeot,207,1.4 Active 75cv,Hatchback,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-457714162-peugeot-207-14-active-75cv-2012-_JM,"Peugeot 207 Active. Muy cuidado en interior como exterior.Service con cambio de distribucion realizado a los 60mil ktrs. Esta con 4 cubiertas nuevas Michelin y bateria colocada 2/5/18 con 1 año de garantia.4 airbags, isofix, techo cielo y mucho mas. Consumo cuidad 14, ruta 17.Extras: laminas de seguridad con polarizado todo americano, Parrot 9100 con bluethooth manos libres usb, alfombras Peugeot.
"
209,Peugeot 207 1.4 Sedan Xr,2010,US$ 10.000,151.000 km,Peugeot,207,1.4 Sedan Xr,Sedán,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-457898934-peugeot-207-14-sedan-xr-2010-_JM,"Peugeot 207 compact.Motor 1.4En excelente estado, siempre los service original de peugeot en momento y forma. Se acaban de hacer todo el sistema de frenos a cero. Se puede coordinar para ver y consultar cualquier duda.VENDO O PERMUTO POR MENOR VALOR
"
210,Peugeot 207 1.6 Xs,2010,US$ 11.800,108.000 km,Peugeot,207,1.6 pr aut. 120 hp,Nafta,5,,https://auto.mercadolibre.com.uy/MLU-457761776-peugeot-207-16-pr-aut-120-hp-_JM,"Extra full, automático secuencial. techo cielo.
"
211,Peugeot 207 1.6 Pr Aut. 120 Hp,2011,US$ 13.000,51.000 km,Peugeot,207,1.6 Xs,Hatchback,1.6,110hp,https://auto.mercadolibre.com.uy/MLU-457859787-peugeot-207-16-xs-2011-_JM,"Inmaculado esta realmente nuevo no tiene ni el más mínimo detalle por donde se lo mire lo compre con 30.000km y el auto recien tiene 51.000km realmente esta nuevo el auto no tiene nada para hacerle. Esta todo a mi nombre y al dia pronto para transferir.
"
212,Peugeot 207 1.6 Rc 175cv,2009,US$ 10.500,85.000 km,Peugeot,207,1.4 Sedan Xs,Sedán,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-458035927-peugeot-207-14-sedan-xs-2009-_JM,/n
213,Peugeot 207 1.4 Sedan Xs,2010,US$ 10.500,110.000 km,Peugeot,207,1.6 Rc 175cv,Hatchback,1.6,175hp,https://auto.mercadolibre.com.uy/MLU-457562361-peugeot-207-16-rc-175cv-2010-_JM,"Peugeot 207 compact imageEn exelente estado general, estética y mecánica , muy cuidado 2do dueño.Excelente vehículo muy confiable, a entera revisacion sin compromiso alguno, extra full, vidrios y espejos eléctricos, computadora de abordo, techo corredizo, climatizador automático, cierre centralizado de puertas (automático 10 km/h), sensor de lluvia, comando satelital de stereo, audio bluetooth, llantas de aleación originales 15’, freno disco en las 4 ruedas, faros antiniebla delanteros y traseros ,luz de xenón y led, tapizado original en excelente estado.El vehículo se encuentra de fábrica, no tiene ninguna modificación (no tuning) y en excelente estado, muy confort y un andar impecable.Tengo titulo y libreta a mi nombre, completamente al día patente y seguro total.Cualquier consulta a la orden. 093 612 117
"
214,Peugeot 207 1.4 Active 75cv,2013,US$ 13.500,62.000 km,Peugeot,207,1.4 Active 75cv,Hatchback,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-456726689-peugeot-207-14-active-75cv-2013-_JM,"Se vende contado o permuta por camioneta doble cabina del 2012 en adelante.se escuchan ofertas razonables.
"
215,Peugeot 207 1.4 Active 75cv,2012,US$ 10.300,57.000 km,Peugeot,207,1.4 Active 75cv,Hatchback,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-458260007-peugeot-207-14-active-75cv-_JM,"Esta Impecable, segunda dueña. Pocos kilometros. CD, alza cristales eléctricos, faros, dirección hidráulica. AIR bags. El modelo ES COMPACT, aire acondcionado, etc. 5 puertas. FULL por donde se lo mire. Económico. (Motor. 1400). Tapizado impecable, francés. Excelente chapa galvanizada, como todo Peugeot. Cubiertas MICHELIN
"
216,Peugeot 207 1.4 Xs,2009,US$ 9.900,85.000 km,Peugeot,207,1.4 Xs,Hatchback,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-457836724-peugeot-207-14-xs-2009-_JM,"PEUGEOT 207 ACTIVE (FRANCES)• MOTOR 1.4 CC - 8V• TECHO CIELO (panorámico)• DOBLE AIRBAG (frontal y lateral)• ABS • PAK ALU (pomo de palanca, pedaleras y zócalos en aluminio)• LLANTAS DE ALEACIÓN DE 15 PULGADAS• ASIENTOS TRASEROS CON ENGANCHE ISOFIX (rebatible en 1/3 y 2/3. Cuenta con 3 apoya cabezas regulables en altura)• ESPEJOS ELÉCTRICOS • RADIO MULTIMEDIA ORIGINAL (AM / FM / MP3 / entrada de linea)• POLARIZADOS CON LÁMINA DE SEGURIDAD• EN CUANTO A SUS MEJORAS MECÁNICAS SE LE REALIZÓ: - STAGE 1 - AMORTIGUACIÓN: ESPIRALES EIBACH (delanteros y traseros) Y AMORTIGUADORES ORIGINALES (delanteros y traseros) - CAÑO DE ESCAPE COMPLETO EN ACERO INOX.(4-2-1)• EL AUTO SE ENCUENTRA EN ÓPTIMO ESTADO. PRONTO PARA TRANSFERIR, TIENE ABONADA LA TOTALIDAD DE LA PATENTE.
"
217,Peugeot 207 1.4 Sedan Xr,2009,US$ 9.500,160.000 km,Peugeot,207,1.4 Sedan Xr,Sedán,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-457465112-peugeot-207-14-sedan-xr-2009-_JM,"VENDO PEUGEOT 207 SEDAN ONE LINE 1.4ESTA EN IMPECABLE ESTADO A TODA PRUEBAPAPELES A MI NOMBRE LISTO PARA TRANSFERIRPATENTE Y SEGURO TODO AL DIANO TOMO PERMUTAS Y CONTESTO OFERTAS RAZONABLES
"
218,Peugeot 207 1.4 Xs,2010,US$ 10.000,61.000 km,Peugeot,207,Peugeot 207 compact sedan 1.4,Nafta,4,,https://auto.mercadolibre.com.uy/MLU-457762544-peugeot-207-compact-sedan-14-_JM,"buen estado general impecable de mecánica chapa ypimtura
"
219,Peugeot 207 Compact Sedan 1.4,2009,US$ 10.300,108.000 km,Peugeot,207,1.4 Xs,Hatchback,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-457811840-peugeot-207-14-xs-2009-_JM,"Vehículo sin deuda con dirección, aire, llantas,kms en ruta.
"
220,Peugeot 207 1.4 Active 75cv,2012,US$ 11.000,70.000 km,Peugeot,207,1.4 Active 75cv,Hatchback,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-457380914-peugeot-207-14-active-75cv-_JM,"liquido por viaje! excelente estado
"
221,Peugeot 207 1.4 Active 75cv,2012,US$ 10.400,50.000 km,Peugeot,207,1.4 Active 75cv,Hatchback,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-457493488-peugeot-207-14-active-75cv-2012-_JM,"Peugeot 207 se active 1.4 año 2012 rural 4 puertas 4 cilindros nafta Buen estado, sin airbags Vidrios eléctricos, alarma
"
222,Peugeot 207 1.6 Quicksilver,2011,US$ 1.111,144.000 km,Peugeot,207,1.4 Active 75cv,Hatchback,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-457826773-peugeot-207-14-active-75cv-2011-_JM,"Auto del 2009 matriculado en 2010.Soy el segundo dueño,tiene hechos todos los service cada 10000 km.No se aceptan permutas,solo contado.Consultas solo por sms o whatsapp.Todo al día. Auto en muy buenas condiciones. Detalles a la vista.
"
223,Peugeot 207 1.4 Active 75cv,2009,US$ 11.000,163.000 km,Peugeot,207,Compact sedan 1.4,Nafta,5,,https://auto.mercadolibre.com.uy/MLU-457960447-peugeot-207-compact-sedan-14-_JM,"Precioso Peugeot 207 active.Extra-Full.Techo Cielo.Llantas 17"".Cubiertas nuevas.Patente paga todo 2018.Se acepta permuta por menor valor con diferencia a mi favor auto o camioneta.Consulte a las ordenes.
"
224,Peugeot 207 Compact Sedan 1.4,2010,US$ 8.800,115.000 km,Peugeot,207,1.6 Quicksilver,Hatchback,1.6,110hp,https://auto.mercadolibre.com.uy/MLU-458020140-peugeot-207-16-quicksilver-2010-_JM,"Peugeot 207 con 4 airbags, aire acondicionado, vidrios eléctricos, radio controlable desde el volante. Muy buen estado.
"
225,Peugeot 207 1.4 Active 75cv,2012,US$ 10.500,85.000 km,Peugeot,207,1.4 Active 75cv,Hatchback,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-457641857-peugeot-207-14-active-75cv-2012-_JM,"Vendo o permuto x vehiculo de mi interes peugeot 207quiksilver extra full el mas completo con motor 1.6 16v ,llantaa de aliacion sirocco 15 pulgadas originales disco de freno las 4 ruedas cubiertas nuevas , techo solar ,espejos y vidrios electricos service completo con pocos km es subirse y difrutarlo
"
226,Peugeot 207 1.4 Active 75cv,2012,US$ 11.900,41.000 km,Peugeot,207,1.4 Active 75cv,Hatchback,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-457897366-peugeot-207-14-compact-4-puertas-_JM,"EL AUTO ESTA IMPECABLE. OPORTUNIDAD A TODA PRUEBA 12.000 usd
"
227,Peugeot 207 207 Pr1.6,2010,US$ 9.500,140.000 km,Peugeot,207,207 pr1.6,Nafta,5,,https://auto.mercadolibre.com.uy/MLU-457726790-peugeot-207-207-pr16-_JM,"Peugueot active 1.6 premiun
"
228,Peugeot 207 1.4 Sedan Xs,2010,US$ 9.000,1.340.000 km,Peugeot,207,1.4 Sedan Xs,Sedán,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-456815241-peugeot-207-14-sedan-xs-_JM,"Se vende , super economico, o se cambia por auto mas chico, el pago de diferencia al contado!!!
"
229,Peugeot 207 1.4 Sedan Xr,2009,US$ 4.900,1.111.111 km,Peugeot,207,1.4 Sedan Xr,Sedán,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-458304381-peugeot-207-14-sedan-xr-chocado-en-marcha-_JM,"Oportunidad Peugeot 207 sedan año 2009 .Atencion no Figura el siniestro en el titulo Excelente negocio solo reparar chapa esta en marcha te vas andando en el sin problemas Esta todo al dia y a mi nombre .Cualquier consulta llamar al 22.880986 o al 098.330.390 gracias en breve pongo mejores fotos
"
230,Peugeot 207 1.4 Active 75cv,2012,US$ 3.500,1.200 km,Peugeot,207,1.4 Active 75cv,Hatchback,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-457587024-peugeot-207-14-active-75cv-2012-_JM,"Con baja total.Solamente con 1200 km
"
